ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
9781589796669,You be you,Jonathan Branfman,"After exploring his ocean home and seeing many different types of sea life,
a young fish named Adri talks to his parents and learns that differences
make the world colorful and beautiful.",['understanding the gender spectrum'],"[['gender', 'identity', 'expression', 'binary', 'diversity', 'fluidity', 'identity'], ['self-expression'], ['self-identity'], ['(dis)ability:diversity'], ['culture:identity'], ['you know best:you know best'], ['gender:breaking the binary'], ['sexual attraction spectrum:sexual attraction spectrum'], ['intersectionality:intersectionality'], ['difficult topics:discrimination'], ['difficult topics:stereotypes']]"
9781943147724,Your name is a song,Jamilah Thompkins Bigelow,"Includes glossary of names featured in the story, with their common
pronunciations and meanings.",[],"[['social', 'standing up for yourself and others', 'speaking up for yourself and others'], ['culture', 'pride'], ['rhythm'], ['starting school:starting school'], ['pride in name:pride in name'], ['culture:pride'], ['names have meaning:names have meaning'], ['(dis)ability:diversity'], ['social:inclusivity'], ['social:belonging'], ['cognition:creative thinking/solutions'], ['social:bullying'], ['emotions:emotions'], ['perception:motion'], ['persistence:persistence']]"
9780062798923,Dress like a girl,Patricia Toht,,[],"[['language', 'descriptive'], ['gender', 'breaking norms'], ['self-acceptance'], ['self-expression'], ['language:rhyming'], ['dream big/following dreams:dream big/following dreams'], ['perception:motion'], ['language:adjectives'], ['(dis)ability:diversity'], ['self:being yourself']]"
9780593376003,A grandma's magic,Charlotte Offsay,,['daily tasks/activities/routines'],"[['family', 'relationships', 'generations'], ['perception:motion perception'], ['family:love']]"
9781368027656,The upper case: Trouble in capital city,Tara Lazar,,"['detective story', 'punctuation marks', 'critical thinking/problem-solving']",
9781684019687,Always Anjali,Sheetal Sheth,"Anjali and her friends are excited to get matching personalized license
plates for their bikes. But Anjali can't find her name. To make matters
worse, she gets bullied for her ""different"" name, and is so upset she
demands to change it. When her parents refuse and she is forced to take
matters into her own hands, she winds up learning to celebrate who she is
and carry her name with pride and power. A timeless story about
appreciating what makes us special and honoring our differences.",[],"[['culture'], ['celebration:Celebration'], ['growing up:growing up'], ['different:being different'], ['social:belonging'], ['social:bullying'], ['pride in name:pride in name'], ['emotions:sadness'], ['cognition:creative thinking/solutions'], ['social:friendship'], ['uniqueness:uniqueness']]"
9780593462331,Can we please give the police department to the grandmothers?,Junauda Petrus,"Based on the viral poem by Coretta Scott King honoree Junauda Petrus, this
picture book debut imagines a radicially positive future where police
aren’t in charge of public safety and community well-being. Petrus first
published and performed this poem after the shooting of Michael Brown in
Ferguson, Missouri in 2014. With every subsequent police shooting, it has
taken on new urgency, culminating in the 2020 murder of George Floyd by a
Minneapolis police officer, blocks from Junauda's home. In its picture book
incarnation, Can We Please Give the Police Department to the Grandmothers?
is a joyously radical vision of community-based safety and mutual aid. It
is optimisitic, provocative, and ultimately centered in fierce love. Debut
picture book artist Kristen Uroda has turned Junauda's vision for a city
without precincts into a vibrant and flourishing urban landscape filled
with wise and loving grandmothers of all sorts.",[],"[['culture', 'history'], ['family:love']]"
9781433832789,They're so flamboyant,Michael Genhart,"Follows the reaction of a neighborhood of birds, from a congress of crows
to a gaggle of geese, when a flamboyance of flamingos moves in.",['anxiety/fear'],"[['social', 'inclusivity'], ['changing perspective'], ['self-confidence'], ['(dis)ability:Diversity'], ['social:exclusion'], ['language:alliteration'], ['language:word learning'], ['categories:categories'], ['self:being yourself'], ['culture:pride'], ['acceptance:acceptance'], ['difficult topics:stereotypes'], ['difficult topics:discrimination']]"
9781433816598,This day in June,Gayle E Pitman,"In a wildly whimsical, validating, and exuberant reflection of the LGBT
community, this title welcomes readers to experience a pride celebration
and share in a day when we are all united. Also included is a reading guide
chock-full of facts about LGBT history and culture, as well as a 'Note to
Parents and Caregivers' with information on how to talk to children about
sexual orientation and gender identity in age-appropriate ways.",[],"[['social', 'inclusivity'], ['culture:Pride'], ['language:rhyming'], ['perception:motion'], ['acceptance:acceptance'], ['different:embracing differences'], ['perception:color'], ['equality:equality'], ['culture:identity'], ['difficult topics:stereotypes'], ['culture:history']]"
9781944882198,Uniquely wired,Julia Cook,"Zak is obsessed with watches. Before that it was trains. He owns hundreds
of watches and is quick to tell everyone everything about them. Zak also
has autism, so he sometimes responds to the world around him in
unconventional ways. As Zak describes his point of view, young readers gain
a better understanding of his behaviors and learn valuable lessons about
patience, tolerance and understanding. Parents, teachers, and Counselors
can use this book to help teach kids tolerance and acceptance when meeting
children living with autism spectrum disorder. Beautiful illustrations and
tips added to the end of the book help kids understand the message of the
story.",[],"[['(dis)ability', 'autism'], ['different perspectives'], ['social', 'relationships'], ['tolerance:tolerance'], ['social:friendship'], ['social:bullying'], ['life skills:life skills'], ['language:metaphors'], ['self:being yourself'], ['acceptance:acceptance']]"
9781419759437,My powerful hair,Carole Lindstrom,"After generations of short hair in her family, a little girl celebrates
growing her hair long to connect to her culture and honor the strength and
resilience of those who came before her.",[],"[['culture', 'history', 'values', 'beliefs', 'activities'], ['personal history:personal history'], ['culture:Identity'], ['perception:motion'], ['emotions:emotions']]"
9781250784575,Broadway bird,Alex Timbers,"""Louisa is a tiny parakeet with a HUGE dream: to be a Broadway star. But no
matter what she does, everyone keeps telling her she's too small to make it
big! When a chance at her big break comes, Louisa learns that no matter how
small you are, with a little talent and a lot of hard work, you can do
anything--even be on Broadway""--",['perseverance'],"[['different perspectives'], ['self-acceptance'], ['self:Believing in yourself'], ['difficult topics:stereotypes'], ['(dis)ability:diversity'], ['perception:motion perception'], ['social:belonging']]"
9780593426944,Most perfect you,Jazmyn Simon,"Jazmyn Simon's debut is a moving love letter to children struggling to
accept themselves inside and out—exactly as they are. This gorgeous picture
book was inspired by a conversation between the author and her daughter. I
was shown all the smiles in the entire world. I looked at all of the many
bright smiles until I found my favorite: your smile. After comparing
herself to other little girls, Irie confides in her mama that she feels
something is wrong with her, that she’s not perfect as she is. And so
Irie’s mama tells the magical story of how Irie was intentionally and
wonderfully made. In fact, Irie is made up of all her mother's favorite
things: sparkling eyes, a bright smile, and a kind heart. Actor and
activist Jazmyn Simon's tender picture book emphasizes the unique beauty
and strength of all children, encouraging them to love their most perfect
selves.",[],"[['family', 'relationships'], ['self-acceptance'], ['uniqueness:uniqueness'], ['social:belonging'], ['emotions:emotions'], ['beauty standards:beauty standards']]"
